valid_at,sensor_id,pm2p5_x,pm2p5_y,pm1,pm10,no,no2,o3,co,relative_humidity,temperature,pressure,wind_speed,rain
2021-03-14 05:00:00,FEC01,22.3325,5.7,15.2675,18.9633333333333,28.0525,17.41,158.999166666667,111.243333333333,59,8.8,1026.1,9.4,0.0
2021-03-14 06:00:00,FEC01,26.3341666666667,5.5,18.8125,22.6775,27.4383333333333,17.4191666666667,161.406666666667,107.790833333333,59,8.7,1026.5,11.2,0.0
2021-03-14 06:00:00,FEC02,20.4816666666667,5.5,7.58666666666667,36.3208333333333,10.9791666666667,14.6008333333333,194.601666666667,87.8683333333333,59,8.7,1026.5,11.2,0.0
2021-03-14 07:00:00,FEC02,23.06,6.6,7.43166666666667,44.6275,11.9625,5.825,201.320833333333,108.595833333333,60,8.6,1026.6,1.8,0.0
2021-03-14 07:00:00,FEC01,18.8791666666667,6.6,12.5525,22.8791666666667,28.6016666666667,18.3366666666667,152.990833333333,134.1025,60,8.6,1026.6,1.8,0.0
2021-03-14 08:00:00,FEC01,19.2958333333333,5.3,12.555,15.0533333333333,28.3991666666667,16.9291666666667,154.050833333333,125.1,53,11.1,1026.6,0.9,0.0
2021-03-14 08:00:00,FEC02,23.0491666666667,5.3,7.495,61.5691666666667,13.355,18.9308333333333,186.7975,107.190833333333,53,11.1,1026.6,0.9,0.0
2021-03-14 09:00:00,FEC02,16.5533333333333,7.0,6.13083333333333,27.1908333333333,14.245,9.13833333333333,169.785,106.514166666667,44,14.1,1027.3,4.5,0.0
2021-03-14 09:00:00,FEC01,14.9491666666667,7.0,10.4566666666667,16.9783333333333,33.1966666666667,3.74,150.67,131.891666666667,44,14.1,1027.3,4.5,0.0
2021-03-14 10:00:00,FEC01,16.5875,4.7,10.04,21.7566666666667,36.2458333333333,-2.2725,157.064166666667,100.884166666667,35,17.1,1027.4,6.5,0.0
2021-03-14 10:00:00,FEC02,12.92,4.7,5.10166666666667,20.425,13.015,2.06166666666667,179.953333333333,105.228333333333,35,17.1,1027.4,6.5,0.0
2021-03-14 11:00:00,FEC01,13.0383333333333,4.7,8.0575,15.8075,41.1266666666667,-3.7625,161.725833333333,72.5066666666667,40,14.9,1027.4,14.8,0.0
2021-03-14 11:00:00,FEC02,13.8275,4.7,4.45916666666667,23.9133333333333,14.0025,0.95,195.699166666667,76.4725,40,14.9,1027.4,14.8,0.0
2021-03-14 12:00:00,FEC01,13.4458333333333,3.7,10.1383333333333,21.1225,38.905,4.52333333333333,161.695833333333,114.048333333333,33,16.9,1027.2,9.4,0.0
2021-03-14 12:00:00,FEC02,8.24666666666667,3.7,3.24083333333333,16.4291666666667,13.8333333333333,4.66916666666667,199.9775,117.388333333333,33,16.9,1027.2,9.4,0.0
2021-03-14 13:00:00,FEC01,13.3225,4.6,9.76416666666667,20.5083333333333,43.4791666666667,-2.9975,168.0475,133.118333333333,28,18.0,1026.3,7.4,0.0
2021-03-14 13:00:00,FEC02,6.15083333333333,4.6,2.78833333333333,12.4133333333333,17.3116666666667,-3.265,199.405,110.970833333333,28,18.0,1026.3,7.4,0.0
2021-03-14 14:00:00,FEC01,14.365,5.5,10.0091666666667,15.8358333333333,40.0733333333333,2.6625,174.451666666667,183.71,32,18.3,1025.9,7.4,0.0
2021-03-14 14:00:00,FEC02,7.5475,5.5,3.75583333333333,15.2808333333333,16.2575,0.0308333333333334,205.675,155.749166666667,32,18.3,1025.9,7.4,0.0
2021-03-14 15:00:00,FEC02,4.48666666666667,2.1,1.82583333333333,8.24916666666667,25.4725,-3.04833333333333,188.2375,143.583333333333,27,21.1,1025.0,9.4,0.0
2021-03-14 15:00:00,FEC01,10.42,2.1,7.81166666666667,14.3591666666667,42.49,-1.1975,170.074166666667,164.979166666667,27,21.1,1025.0,9.4,0.0
