valid_at,sensor_id,pm2p5_x,pm10,pm1,pm4,pressure,relative_humidity,temperature,wind_speed,rain,pm2p5_y
2024-02-04 23:00:00,ari-2432,1.75,2.19,1.32,2.04,1030.0,33.34,10.78,2.66,0.0,1.5
2024-02-04 23:00:00,ari-2433,2.06,2.41,1.68,2.3,1030.0,33.53,10.61,2.67,0.0,1.5
2024-02-05 00:00:00,ari-2432,1.56,2.4,0.84,2.12,1030.0,33.86,10.68,2.76,0.0,1.0
2024-02-05 00:00:00,ari-2433,1.26,1.71,0.85,1.56,1030.0,33.7,10.52,2.67,0.0,1.0
2024-02-05 01:00:00,ari-2433,0.66,0.66,0.62,0.66,1029.0,34.08,11.02,2.9,0.0,0.8
2024-02-05 01:00:00,ari-2432,1.69,2.21,1.21,2.04,1029.0,34.18,11.16,2.9,0.0,0.8
2024-02-05 02:00:00,ari-2433,1.36,1.84,0.93,1.68,1029.0,34.1,10.47,2.9,0.0,0.7
2024-02-05 02:00:00,ari-2432,0.74,0.9,0.57,0.84,1029.0,34.37,10.55,2.9,0.0,0.7
2024-02-05 03:00:00,ari-2432,1.09,1.36,0.82,1.27,1029.0,34.51,11.18,2.92,0.0,0.7
2024-02-05 03:00:00,ari-2433,1.49,1.49,1.4,1.49,1029.0,33.83,11.16,2.92,0.0,0.7
2024-02-05 04:00:00,ari-2432,1.41,1.77,1.05,1.65,1029.0,34.96,10.51,2.89,0.0,0.7
2024-02-05 04:00:00,ari-2433,1.56,2.1,1.07,1.92,1029.0,34.75,10.48,2.89,0.0,0.7
2024-02-05 05:00:00,ari-2433,1.62,2.36,0.97,2.11,1029.0,35.19,10.67,2.78,0.0,1.1
2024-02-05 05:00:00,ari-2432,2.16,3.58,0.95,3.11,1018.0,35.61,10.06,2.68,0.0,1.1
2024-02-05 06:00:00,ari-2433,0.78,0.92,0.63,0.87,1029.0,35.94,9.68,2.78,0.0,1.7
2024-02-05 06:00:00,ari-2432,1.16,1.47,0.85,1.37,986.0,36.38,9.55,2.24,0.0,1.7
2024-02-05 07:00:00,ari-2433,8.01,8.18,7.45,8.12,989.0,37.16,9.27,1.03,0.0,9.3
2024-02-05 07:00:00,ari-2432,1.65,2.68,0.77,2.34,986.0,36.88,9.25,2.24,0.0,9.3
2024-02-05 08:00:00,ari-2433,10.56,13.32,7.88,12.4,986.0,39.56,7.84,0.45,0.0,13.4
2024-02-05 08:00:00,ari-2432,9.51,11.52,7.47,10.85,986.0,39.51,7.91,0.45,0.0,13.4
2024-02-05 09:00:00,ari-2433,10.68,12.78,8.5,12.08,1018.0,40.01,8.72,0.45,0.0,18.7
2024-02-05 09:00:00,ari-2432,15.22,20.33,10.49,18.63,1018.0,40.37,8.77,0.89,0.0,18.7
2024-02-05 10:00:00,ari-2433,4.1,4.16,3.83,4.14,1018.0,18.72,29.64,0.45,0.0,14.3
2024-02-05 10:00:00,ari-2432,4.59,5.43,3.7,5.15,1018.0,16.86,32.2,0.89,0.0,14.3
2024-02-05 11:00:00,ari-2432,4.37,4.92,3.71,4.74,1020.0,15.27,35.41,1.34,0.0,10.6
2024-02-05 11:00:00,ari-2433,5.43,6.21,4.54,5.95,1020.0,15.34,34.83,1.34,0.0,10.6
2024-02-05 12:00:00,ari-2433,5.46,6.36,4.48,6.06,1019.0,13.21,39.72,1.79,0.0,3.0
2024-02-05 12:00:00,ari-2432,4.63,5.24,3.91,5.04,1019.0,13.12,40.02,1.79,0.0,3.0
2024-02-05 13:00:00,ari-2432,0.65,0.65,0.62,0.65,1019.0,10.15,35.62,1.79,0.0,1.1
2024-02-05 13:00:00,ari-2433,0.82,1.24,0.45,1.1,1019.0,10.29,35.61,1.79,0.0,1.1
2024-02-05 14:00:00,ari-2433,1.53,2.15,0.97,1.94,1021.0,11.83,29.84,5.66,0.0,1.2
2024-02-05 14:00:00,ari-2432,0.89,1.26,0.56,1.14,1021.0,12.11,29.42,5.66,0.0,1.2
2024-02-05 15:00:00,ari-2433,1.24,2.14,0.48,1.84,1021.0,13.69,24.68,4.63,0.0,1.4
2024-02-05 15:00:00,ari-2432,1.31,2.27,0.5,1.95,1021.0,13.81,24.72,4.63,0.0,1.4
2024-02-05 16:00:00,ari-2433,1.53,2.93,0.38,2.46,1021.0,16.0,20.46,3.6,0.0,8.9
2024-02-05 16:00:00,ari-2432,0.81,1.01,0.62,0.94,1020.0,16.08,20.38,4.12,0.0,8.9
2024-02-05 17:00:00,ari-2433,13.27,14.4,11.68,14.02,1021.0,31.69,14.38,4.12,0.0,18.9
2024-02-05 17:00:00,ari-2432,17.0,18.64,14.81,18.1,1022.0,31.03,14.39,2.06,0.0,18.9
2024-02-05 18:00:00,ari-2432,11.13,11.13,10.52,11.13,1016.0,33.26,11.42,0.45,0.0,10.6
2024-02-05 18:00:00,ari-2433,12.05,12.63,10.96,12.44,1016.0,33.8,11.33,0.45,0.0,10.6
2024-02-05 19:00:00,ari-2432,8.47,8.9,7.69,8.76,1017.0,32.61,9.5,0.89,0.0,7.4
2024-02-05 19:00:00,ari-2433,6.62,7.2,5.82,7.01,1017.0,32.43,9.59,0.89,0.0,7.4
2024-02-05 20:00:00,ari-2432,3.48,4.25,2.7,4.0,1017.0,35.19,8.12,0.89,0.0,5.7
2024-02-05 20:00:00,ari-2433,4.27,4.73,3.68,4.58,1017.0,36.12,8.04,0.89,0.0,5.7
2024-02-05 21:00:00,ari-2432,5.66,6.01,5.09,5.89,1017.0,35.12,6.9,0.89,0.0,8.1
2024-02-05 21:00:00,ari-2433,4.59,5.01,4.02,4.87,1017.0,34.75,7.22,0.89,0.0,8.1
2024-02-05 22:00:00,ari-2433,19.4,24.51,14.44,22.81,985.0,36.06,6.23,0.45,0.0,7.8
2024-02-05 22:00:00,ari-2432,13.01,14.69,11.02,14.13,985.0,36.81,5.99,2.28,0.0,7.8
2024-02-05 23:00:00,ari-2432,4.05,4.27,3.67,4.2,985.0,38.46,5.26,0.89,0.0,4.1
2024-02-05 23:00:00,ari-2433,2.38,2.52,2.14,2.47,985.0,37.74,5.42,0.89,0.0,4.1
2024-02-06 00:00:00,ari-2433,4.28,5.27,3.29,4.94,985.0,38.44,4.72,1.34,0.0,3.3
2024-02-06 00:00:00,ari-2432,4.45,5.21,3.64,4.96,955.0,39.2,4.8,2.22,0.0,3.3
2024-02-06 01:00:00,ari-2433,1.2,1.33,1.04,1.29,955.0,41.01,3.97,2.22,0.0,6.1
2024-02-06 01:00:00,ari-2432,2.66,3.54,1.84,3.25,955.0,41.32,4.1,2.22,0.0,6.1
2024-02-06 02:00:00,ari-2433,4.05,4.55,3.44,4.38,955.0,43.88,3.11,2.36,0.0,4.9
2024-02-06 02:00:00,ari-2432,4.75,5.37,4.01,5.16,955.0,43.9,3.14,2.36,0.0,4.9
2024-02-06 03:00:00,ari-2432,5.42,5.74,4.89,5.63,955.0,44.09,2.91,2.36,0.0,3.0
2024-02-06 03:00:00,ari-2433,2.35,2.68,1.97,2.57,954.0,44.56,2.93,2.35,0.0,3.0
2024-02-06 04:00:00,ari-2433,5.8,6.16,5.22,6.04,954.0,45.01,2.17,2.3,0.0,5.7
2024-02-06 04:00:00,ari-2432,4.7,4.82,4.35,4.78,954.0,45.11,2.23,2.31,0.0,5.7
2024-02-06 05:00:00,ari-2433,4.42,4.79,3.89,4.67,954.0,47.63,1.9,2.3,0.0,4.7
2024-02-06 05:00:00,ari-2432,3.36,3.94,2.73,3.75,954.0,48.06,2.16,2.3,0.0,4.7
2024-02-06 06:00:00,ari-2433,3.87,4.01,3.55,3.97,1024.0,48.35,1.43,2.32,0.0,4.6
2024-02-06 06:00:00,ari-2432,3.99,4.26,3.56,4.17,954.0,48.07,1.58,2.3,0.0,4.6
2024-02-06 07:00:00,ari-2433,8.35,8.35,7.9,8.35,987.0,49.65,1.34,0.0,0.0,19.9
2024-02-06 07:00:00,ari-2432,9.0,9.0,8.51,9.0,1023.0,49.63,1.16,0.0,0.0,19.9
2024-02-06 08:00:00,ari-2433,15.93,18.18,13.34,17.43,1023.0,50.14,2.95,0.0,0.0,19.0
2024-02-06 08:00:00,ari-2432,21.04,22.08,19.1,21.74,987.0,50.26,2.4,0.0,0.0,19.0
2024-02-06 09:00:00,ari-2433,16.86,17.52,15.44,17.3,1023.0,48.49,4.06,0.0,0.0,26.1
2024-02-06 09:00:00,ari-2432,12.08,12.59,11.03,12.42,1023.0,48.36,4.31,0.51,0.0,26.1
2024-02-06 10:00:00,ari-2433,27.77,28.72,25.54,28.4,1023.0,36.5,16.29,0.51,0.0,40.7
2024-02-06 10:00:00,ari-2432,24.58,26.34,21.89,25.76,1023.0,31.73,19.23,0.51,0.0,40.7
2024-02-06 11:00:00,ari-2433,25.92,27.97,22.95,27.29,1022.0,23.61,21.97,0.51,0.0,24.7
2024-02-06 11:00:00,ari-2432,28.21,29.68,25.56,29.19,1022.0,22.52,23.29,1.03,0.0,24.7
2024-02-06 12:00:00,ari-2432,16.53,18.0,14.52,17.51,1022.0,22.64,21.69,2.06,0.0,17.4
2024-02-06 12:00:00,ari-2433,14.18,15.17,12.66,14.84,1022.0,23.21,20.98,2.06,0.0,17.4
2024-02-06 13:00:00,ari-2432,19.35,19.42,18.24,19.39,1021.0,23.38,22.72,2.57,0.0,21.7
2024-02-06 13:00:00,ari-2433,20.52,20.79,19.2,20.7,1021.0,23.2,22.83,2.57,0.0,21.7
2024-02-06 14:00:00,ari-2432,18.57,18.57,17.56,18.57,1021.0,33.88,17.74,2.57,0.0,19.7
2024-02-06 14:00:00,ari-2433,17.94,17.94,16.96,17.94,984.0,32.92,18.28,3.6,0.0,19.7
2024-02-06 15:00:00,ari-2432,21.04,21.93,19.22,21.63,984.0,39.49,13.91,3.09,0.0,22.8
2024-02-06 15:00:00,ari-2433,20.09,20.5,18.69,20.37,984.0,39.41,14.14,3.6,0.0,22.8
2024-02-06 16:00:00,ari-2432,29.09,29.62,27.1,29.45,984.0,51.2,10.8,3.6,0.0,26.5
2024-02-06 16:00:00,ari-2433,30.3,30.62,28.41,30.52,1019.0,52.45,10.58,2.06,0.0,26.5
2024-02-06 17:00:00,ari-2432,36.4,38.39,32.89,37.73,984.0,54.2,8.24,3.09,0.0,28.4
2024-02-06 17:00:00,ari-2433,31.81,33.02,29.16,32.62,984.0,55.18,8.0,3.6,0.0,28.4
2024-02-06 18:00:00,ari-2432,23.53,24.1,21.81,23.91,951.0,55.53,6.89,2.39,0.0,27.8
2024-02-06 18:00:00,ari-2433,25.92,26.57,24.02,26.36,984.0,56.68,6.57,1.03,0.0,27.8
2024-02-06 19:00:00,ari-2432,28.09,28.5,26.24,28.36,951.0,56.74,5.6,2.41,0.0,27.2
2024-02-06 19:00:00,ari-2433,24.0,24.41,22.38,24.27,951.0,56.52,5.78,2.41,0.0,27.2
2024-02-06 20:00:00,ari-2432,26.71,27.51,24.64,27.25,951.0,61.11,5.08,2.41,0.0,32.2
2024-02-06 20:00:00,ari-2433,27.4,27.77,25.62,27.64,951.0,60.57,5.11,2.41,0.0,32.2
2024-02-06 21:00:00,ari-2432,32.8,35.03,29.31,34.29,951.0,60.67,4.03,2.31,0.0,25.7
2024-02-06 21:00:00,ari-2433,33.56,34.85,30.75,34.42,951.0,60.55,4.0,2.3,0.0,25.7
2024-02-06 22:00:00,ari-2432,24.41,25.93,21.92,25.43,951.0,59.74,3.75,2.39,0.0,25.2
2024-02-06 22:00:00,ari-2433,29.13,32.88,24.69,31.63,951.0,61.19,3.24,2.24,0.0,25.2
2024-02-06 23:00:00,ari-2432,33.26,34.17,30.76,33.86,951.0,61.96,3.26,2.39,0.0,27.7
2024-02-06 23:00:00,ari-2433,33.3,33.64,31.24,33.53,951.0,62.15,3.13,2.29,0.0,27.7
2024-02-07 00:00:00,ari-2432,30.24,34.29,25.5,32.94,951.0,62.85,3.24,2.5,0.0,22.2
2024-02-07 00:00:00,ari-2433,29.88,32.69,26.12,31.75,951.0,62.52,3.18,2.5,0.0,22.2
2024-02-07 01:00:00,ari-2432,23.0,25.92,19.52,24.95,951.0,63.07,3.1,2.5,0.0,19.8
2024-02-07 01:00:00,ari-2433,31.39,31.49,29.6,31.45,950.0,62.85,2.95,2.57,0.0,19.8
2024-02-07 02:00:00,ari-2432,32.31,34.36,28.98,33.67,950.0,63.56,2.67,2.49,0.0,20.1
2024-02-07 02:00:00,ari-2433,24.57,26.78,21.54,26.05,950.0,63.62,2.51,2.57,0.0,20.1
2024-02-07 03:00:00,ari-2432,23.62,25.35,21.01,24.77,950.0,65.76,2.34,2.55,0.0,17.2
2024-02-07 03:00:00,ari-2433,24.6,25.17,22.82,24.98,949.0,65.9,2.2,2.59,0.0,17.2
2024-02-07 04:00:00,ari-2432,27.65,28.25,25.69,28.05,949.0,66.52,2.4,2.61,0.0,19.2
2024-02-07 04:00:00,ari-2433,27.06,29.02,24.1,28.37,949.0,67.21,2.1,2.59,0.0,19.2
2024-02-07 05:00:00,ari-2432,29.13,30.1,26.8,29.77,949.0,65.42,3.68,2.61,0.0,20.7
2024-02-07 05:00:00,ari-2433,21.41,22.33,19.55,22.02,991.0,64.0,4.12,1.03,0.0,20.7
2024-02-07 06:00:00,ari-2432,17.86,19.94,15.3,19.25,991.0,64.48,4.42,1.03,0.0,17.4
2024-02-07 06:00:00,ari-2433,18.42,18.78,17.14,18.66,990.0,63.61,4.32,1.03,0.0,17.4
2024-02-07 07:00:00,ari-2432,19.59,21.83,16.81,21.08,990.0,62.63,4.66,1.03,0.0,21.1
2024-02-07 08:00:00,ari-2432,39.41,42.84,34.65,41.7,990.0,63.18,5.43,0.0,0.0,25.7
2024-02-07 08:00:00,ari-2433,38.4,39.91,35.17,39.41,981.0,64.72,5.88,0.0,0.0,25.7
2024-02-07 09:00:00,ari-2432,43.15,47.69,37.34,46.18,981.0,61.45,8.0,0.0,0.0,34.9
2024-02-07 09:00:00,ari-2433,40.91,41.74,38.06,41.46,981.0,62.17,7.86,0.0,0.0,34.9
2024-02-07 10:00:00,ari-2432,42.49,44.07,38.96,43.55,981.0,53.3,11.41,0.0,0.0,39.5
2024-02-07 10:00:00,ari-2433,48.37,51.91,43.04,50.73,981.0,55.29,10.25,0.0,0.0,39.5
2024-02-07 11:00:00,ari-2432,51.2,57.92,43.29,55.69,980.0,49.75,12.27,0.51,0.0,41.4
2024-02-07 11:00:00,ari-2433,45.79,46.12,43.06,46.01,1016.0,48.85,12.56,1.03,0.0,41.4
2024-02-07 12:00:00,ari-2433,40.05,40.65,37.41,40.45,1014.0,42.15,19.04,0.0,0.0,38.7
2024-02-07 12:00:00,ari-2432,44.95,47.11,40.86,46.39,1014.0,41.63,19.67,0.51,0.0,38.7
2024-02-07 13:00:00,ari-2433,26.17,26.84,24.25,26.62,1013.0,30.66,24.43,1.03,0.0,30.8
2024-02-07 13:00:00,ari-2432,30.06,30.87,27.8,30.6,1013.0,30.75,24.53,1.03,0.0,30.8
2024-02-07 14:00:00,ari-2432,29.37,30.71,26.75,30.26,1012.0,36.91,18.56,1.54,0.0,28.2
2024-02-07 14:00:00,ari-2433,31.05,31.53,28.99,31.37,1012.0,36.67,18.41,1.54,0.0,28.2
2024-02-07 15:00:00,ari-2433,25.54,25.92,23.86,25.79,1012.0,43.45,14.2,1.54,0.0,23.4
2024-02-07 15:00:00,ari-2432,23.51,24.39,21.57,24.1,1012.0,44.1,13.91,1.54,0.0,23.4
2024-02-07 16:00:00,ari-2433,25.01,25.53,23.26,25.36,1007.0,49.11,10.64,1.03,0.0,28.6
2024-02-07 16:00:00,ari-2432,26.79,28.19,24.27,27.73,1007.0,48.47,10.86,1.03,0.0,28.6
2024-02-07 17:00:00,ari-2433,36.07,37.38,33.12,36.95,1007.0,53.59,8.21,0.51,0.0,27.4
2024-02-07 17:00:00,ari-2432,31.04,33.16,27.73,32.45,1007.0,53.43,8.24,0.51,0.0,27.4
2024-02-07 18:00:00,ari-2432,28.36,28.63,26.61,28.54,973.0,56.83,6.73,0.45,0.0,27.4
2024-02-07 18:00:00,ari-2433,27.02,27.76,24.99,27.51,973.0,57.71,6.64,0.45,0.0,27.4
2024-02-07 19:00:00,ari-2433,24.51,25.03,22.77,24.86,973.0,60.47,5.43,0.45,0.0,23.6
2024-02-07 19:00:00,ari-2432,22.71,23.28,21.05,23.09,973.0,59.55,5.45,0.45,0.0,23.6
2024-02-07 20:00:00,ari-2432,21.7,22.93,19.58,22.52,973.0,58.04,5.07,0.89,0.0,26.9
2024-02-07 20:00:00,ari-2433,24.58,25.21,22.76,25.0,973.0,58.08,5.02,0.89,0.0,26.9
2024-02-07 21:00:00,ari-2433,18.33,18.84,16.94,18.67,973.0,60.18,4.67,0.89,0.0,22.8
2024-02-07 21:00:00,ari-2432,21.06,23.13,18.34,22.44,973.0,59.31,4.94,0.45,0.0,22.8
2024-02-07 22:00:00,ari-2432,23.71,24.34,21.94,24.13,973.0,59.98,4.22,0.45,0.0,20.7
2024-02-07 22:00:00,ari-2433,19.29,19.68,17.94,19.55,973.0,59.09,4.51,0.45,0.0,20.7
2024-02-07 23:00:00,ari-2432,32.14,32.94,29.78,32.67,943.0,61.62,3.39,3.14,0.0,18.1
2024-02-07 23:00:00,ari-2433,29.0,29.53,27.02,29.36,943.0,61.97,3.24,3.14,0.0,18.1
2024-02-08 00:00:00,ari-2433,8.77,8.98,8.13,8.91,943.0,62.88,2.48,3.14,0.0,18.9
2024-02-08 00:00:00,ari-2432,12.7,13.09,11.71,12.96,943.0,62.31,2.71,3.14,0.0,18.9
2024-02-08 01:00:00,ari-2433,15.77,15.9,14.81,15.86,943.0,65.43,2.32,3.07,0.0,16.7
2024-02-08 01:00:00,ari-2432,17.3,18.86,15.17,18.34,943.0,65.18,2.43,3.21,0.0,16.7
2024-02-08 02:00:00,ari-2432,38.2,38.86,35.62,38.64,943.0,65.69,2.13,2.91,0.0,22.0
2024-02-08 02:00:00,ari-2433,35.69,37.35,32.49,36.8,943.0,66.09,2.06,2.93,0.0,22.0
2024-02-08 03:00:00,ari-2433,37.71,39.5,34.29,38.9,1011.0,69.68,2.0,2.74,0.0,27.3
2024-02-08 03:00:00,ari-2432,37.35,38.4,34.53,38.05,943.0,68.63,2.15,2.91,0.0,27.3
2024-02-08 04:00:00,ari-2433,33.09,35.02,29.83,34.38,942.0,67.73,3.07,2.68,0.0,19.9
2024-02-08 04:00:00,ari-2432,32.19,32.28,30.37,32.25,942.0,68.34,2.88,2.69,0.0,19.9
2024-02-08 05:00:00,ari-2432,10.31,10.75,9.43,10.6,942.0,68.33,2.17,2.69,0.0,13.0
2024-02-08 06:00:00,ari-2432,24.65,26.04,22.25,25.58,1010.0,68.58,2.52,1.03,0.0,19.3
2024-02-08 06:00:00,ari-2433,13.19,13.19,12.48,13.19,1010.0,68.64,2.39,2.75,0.0,19.3
2024-02-08 07:00:00,ari-2432,12.1,12.31,11.29,12.24,1010.0,69.88,1.98,2.57,0.0,23.7
2024-02-08 07:00:00,ari-2433,29.81,30.5,27.66,30.27,975.0,71.57,2.78,2.57,0.0,23.7
2024-02-08 08:00:00,ari-2432,33.96,35.62,30.84,35.07,1010.0,70.32,3.46,2.57,0.0,38.8
2024-02-08 08:00:00,ari-2433,40.85,42.74,37.19,42.11,1011.0,70.3,3.76,0.51,0.0,38.8
2024-02-08 09:00:00,ari-2433,42.72,45.05,38.62,44.27,975.0,61.42,10.45,0.0,0.0,43.3
2024-02-08 10:00:00,ari-2433,61.62,65.81,55.08,64.41,975.0,44.14,15.22,0.0,0.0,47.9
2024-02-08 10:00:00,ari-2432,60.62,61.32,56.8,61.09,1010.0,44.54,15.19,0.0,0.0,47.9
2024-02-08 11:00:00,ari-2432,21.77,21.77,20.58,21.77,1010.0,33.01,23.15,3.09,0.0,23.1
2024-02-08 11:00:00,ari-2433,18.65,18.65,17.63,18.65,1010.0,33.65,22.6,0.0,0.0,23.1
2024-02-08 12:00:00,ari-2433,21.78,22.33,20.17,22.15,1008.0,32.2,21.74,3.6,0.0,24.8
2024-02-08 12:00:00,ari-2432,20.1,20.41,18.77,20.31,1008.0,31.59,22.38,3.6,0.0,24.8
2024-02-08 13:00:00,ari-2433,22.21,22.54,20.75,22.43,1008.0,36.0,18.27,3.6,0.0,23.9
2024-02-08 13:00:00,ari-2432,22.33,22.73,20.8,22.59,1008.0,35.47,18.64,3.6,0.0,23.9
2024-02-08 14:00:00,ari-2433,22.38,22.38,21.16,22.38,1008.0,44.41,14.55,3.6,0.0,24.9
2024-02-08 14:00:00,ari-2432,21.29,22.03,19.57,21.79,1008.0,44.63,14.4,3.6,0.0,24.9
2024-02-08 15:00:00,ari-2433,27.01,27.56,25.12,27.38,1007.0,49.11,12.39,3.09,0.0,26.1
2024-02-08 15:00:00,ari-2432,27.02,29.5,23.66,28.68,1007.0,49.23,12.34,3.09,0.0,26.1
2024-02-08 16:00:00,ari-2433,29.42,30.6,26.91,30.21,1007.0,52.96,11.2,5.14,0.0,26.5
2024-02-08 16:00:00,ari-2432,30.67,32.3,27.76,31.76,972.0,52.32,11.41,3.6,0.0,26.5
2024-02-08 17:00:00,ari-2433,33.14,34.75,30.11,34.22,971.0,56.0,9.96,5.66,0.0,25.2
2024-02-08 17:00:00,ari-2432,31.45,32.39,29.02,32.07,972.0,56.16,9.91,3.6,0.0,25.2
2024-02-08 18:00:00,ari-2432,27.69,28.97,25.21,28.55,1003.0,56.69,9.64,3.6,0.0,27.3
2024-02-08 18:00:00,ari-2433,27.46,28.44,25.22,28.11,1003.0,56.24,9.78,3.6,0.0,27.3
2024-02-08 19:00:00,ari-2433,37.36,37.67,35.09,37.57,1003.0,57.32,9.31,3.6,0.0,30.9
2024-02-08 19:00:00,ari-2432,37.57,38.56,34.78,38.23,1003.0,57.21,9.33,3.6,0.0,30.9
2024-02-08 20:00:00,ari-2432,35.41,37.2,32.11,36.6,968.0,57.72,9.55,2.64,0.0,30.7
2024-02-08 20:00:00,ari-2433,33.11,34.79,30.02,34.23,968.0,58.17,9.49,2.64,0.0,30.7
2024-02-08 21:00:00,ari-2432,33.4,34.2,30.98,33.94,998.0,59.09,8.99,2.69,0.0,29.7
2024-02-08 21:00:00,ari-2433,37.23,38.69,34.09,38.21,998.0,59.2,8.99,2.71,0.0,29.7
2024-02-08 22:00:00,ari-2432,42.79,45.18,38.65,44.38,998.0,70.53,7.8,2.69,0.0,25.5
2024-02-08 22:00:00,ari-2433,40.06,40.61,37.47,40.42,998.0,72.55,7.73,2.71,0.0,25.5
2024-02-08 23:00:00,ari-2432,47.56,50.66,42.61,49.63,998.0,74.51,7.55,2.87,0.0,28.6
2024-02-08 23:00:00,ari-2433,55.45,57.6,50.79,56.88,998.0,76.78,7.45,2.86,0.0,28.6
2024-02-09 00:00:00,ari-2433,73.48,75.98,67.58,75.15,997.0,77.35,7.45,2.63,0.0,28.4
2024-02-09 00:00:00,ari-2432,58.83,61.26,53.77,60.45,997.0,75.32,7.54,2.63,0.0,28.4
2024-02-09 01:00:00,ari-2432,78.56,82.16,71.54,80.97,997.0,76.81,7.52,2.63,0.0,26.7
2024-02-09 01:00:00,ari-2433,112.59,120.18,100.68,117.65,997.0,79.83,7.36,2.63,0.0,26.7
2024-02-09 02:00:00,ari-2432,70.1,77.78,60.44,75.22,996.0,77.47,7.35,2.32,0.0,14.7
2024-02-09 02:00:00,ari-2433,93.39,102.17,81.62,99.25,996.0,81.33,7.23,0.45,0.0,14.7
2024-02-09 03:00:00,ari-2432,16.11,16.11,15.23,16.11,996.0,79.36,6.56,2.32,0.0,6.0
2024-02-09 03:00:00,ari-2433,16.49,17.24,15.02,16.99,996.0,82.98,6.6,2.34,0.0,6.0
2024-02-09 04:00:00,ari-2432,17.04,17.37,15.87,17.26,995.0,79.7,6.4,2.01,0.0,6.1
2024-02-09 04:00:00,ari-2433,25.82,26.83,23.64,26.5,964.0,83.17,6.5,1.68,0.0,6.1
2024-02-09 05:00:00,ari-2432,20.2,20.75,18.69,20.57,977.0,80.4,6.19,0.51,0.0,5.2
2024-02-09 05:00:00,ari-2433,13.92,13.92,13.16,13.92,935.0,83.61,6.32,1.68,0.0,5.2
2024-02-09 06:00:00,ari-2432,17.59,17.96,16.36,17.84,976.0,80.59,6.08,0.0,0.0,5.7
2024-02-09 06:00:00,ari-2433,19.33,19.65,18.03,19.54,976.0,84.48,6.09,0.0,0.0,5.7
2024-02-09 07:00:00,ari-2433,27.47,27.96,25.61,27.8,977.0,85.03,6.22,0.51,0.0,7.4
2024-02-09 07:00:00,ari-2432,18.31,18.31,17.31,18.31,976.0,81.42,6.12,0.51,0.0,7.4
2024-02-09 08:00:00,ari-2432,17.18,17.43,16.05,17.34,967.0,81.62,6.41,0.51,0.0,8.0
2024-02-09 08:00:00,ari-2433,34.93,35.52,32.58,35.33,976.0,85.43,6.5,0.51,0.0,8.0
2024-02-09 09:00:00,ari-2433,11.44,11.44,10.82,11.44,976.0,85.15,6.9,0.51,0.0,8.5
2024-02-09 09:00:00,ari-2432,23.6,23.6,22.32,23.6,967.0,81.24,6.9,0.51,0.0,8.5
2024-02-09 10:00:00,ari-2432,17.55,18.34,15.98,18.08,976.0,81.35,7.03,0.51,0.0,9.1
2024-02-09 10:00:00,ari-2433,18.88,19.16,17.63,19.07,976.0,85.07,6.95,0.51,0.0,9.1
2024-02-09 11:00:00,ari-2432,20.63,21.13,19.13,20.96,976.0,80.95,7.17,0.51,0.0,9.8
2024-02-09 11:00:00,ari-2433,19.35,19.72,18.02,19.6,975.0,84.5,7.23,0.45,0.0,9.8
2024-02-09 12:00:00,ari-2432,27.54,28.54,25.28,28.21,965.0,81.55,7.23,0.0,0.0,11.2
2024-02-09 12:00:00,ari-2433,27.79,27.79,26.28,27.79,975.0,85.47,7.11,0.45,0.0,11.2
2024-02-09 13:00:00,ari-2432,27.72,28.19,25.85,28.03,973.0,82.05,7.18,0.0,0.0,12.6
2024-02-09 13:00:00,ari-2433,30.98,30.98,29.29,30.98,973.0,85.43,7.29,1.03,0.12,12.6
2024-02-09 14:00:00,ari-2432,27.07,28.07,24.83,27.74,973.0,82.48,7.14,0.0,0.0,10.0
2024-02-09 14:00:00,ari-2433,33.18,33.18,31.37,33.18,972.0,85.29,7.41,1.03,0.0,10.0
2024-02-09 15:00:00,ari-2432,18.93,18.93,17.9,18.93,972.0,81.72,7.42,0.51,0.16,7.4
2024-02-09 15:00:00,ari-2433,14.18,14.18,13.41,14.18,972.0,87.04,7.2,1.03,0.0,7.4
2024-02-09 16:00:00,ari-2432,10.42,10.42,9.85,10.42,971.0,82.49,7.28,0.51,0.0,6.9
2024-02-09 16:00:00,ari-2433,11.76,11.76,11.12,11.76,971.0,87.13,7.22,0.51,0.23,6.9
2024-02-09 17:00:00,ari-2432,15.06,15.61,13.82,15.43,971.0,82.91,7.11,0.51,0.0,8.4
2024-02-09 17:00:00,ari-2433,19.4,19.92,17.96,19.75,971.0,87.7,7.08,0.51,0.11,8.4
2024-02-09 18:00:00,ari-2433,10.9,11.26,10.04,11.14,959.0,87.92,6.97,2.52,0.0,8.5
2024-02-09 18:00:00,ari-2432,13.37,13.54,12.51,13.48,971.0,82.9,7.08,0.51,0.0,8.5
2024-02-09 19:00:00,ari-2433,12.58,13.68,11.06,13.32,959.0,88.04,7.09,0.45,0.0,11.0
2024-02-09 19:00:00,ari-2432,15.06,15.46,13.94,15.33,959.0,83.05,7.02,0.45,0.0,11.0
2024-02-09 20:00:00,ari-2433,12.61,12.61,11.92,12.61,959.0,88.02,6.99,0.89,0.0,8.7
2024-02-09 20:00:00,ari-2432,13.18,13.18,12.47,13.18,959.0,82.91,6.95,2.29,0.0,8.7
2024-02-09 21:00:00,ari-2433,17.3,17.3,16.36,17.3,959.0,88.18,6.91,2.28,0.0,8.7
